Libelle_Departement,Libelle_Commune,Nombre_Etablissements,Population_Totale,Ratio_100k
ISERE,38400 ST MARTIN D HERES,81,38253,211.75
ISERE,38410 ST MARTIN D URIAGE,10,5692,175.69
ISERE,38650 ST MARTIN DE LA CLUZE,1,767,130.38
ISERE,38950 ST MARTIN LE VINOUX,12,6006,199.8
ISERE,38550 ST MAURICE L EXIL,6,6802,88.21
ISERE,38590 ST MICHEL DE ST GEOIRS,1,294,340.14
ISERE,38330 ST NAZAIRE LES EYMES,1,3100,32.26
ISERE,38490 ST ONDRAS,1,670,149.25
ISERE,38380 ST PIERRE DE CHARTREUSE,3,963,311.53
ISERE,38370 ST PRIM,1,1486,67.29
ISERE,38070 ST QUENTIN FALLAVIER,12,6228,192.68
ISERE,38210 ST QUENTIN SUR ISERE,2,1497,133.6
ISERE,38460 ST ROMAIN DE JALIONAS,1,3462,28.89
ISERE,38160 ST ROMANS,5,1887,264.97
ISERE,38160 ST SAUVEUR,5,2157,231.8
ISERE,38300 ST SAVIN,3,4389,68.35
ISERE,38870 ST SIMEON DE BRESSIEUX,2,3188,62.74
ISERE,38160 ST VERAND,2,1769,113.06
ISERE,38110 ST VICTOR DE CESSIEU,4,2209,181.08
ISERE,38660 ST VINCENT DE MERCUZE,1,1565,63.9
ISERE,38660 STE MARIE DU MONT,1,235,425.53
ISERE,38150 SALAISE SUR SANNE,5,4609,108.48
ISERE,38360 SASSENAGE,12,11775,101.91
ISERE,38290 SATOLAS ET BONCE,3,2575,116.5
ISERE,38780 SEPTEME,1,2195,45.56
ISERE,38200 SERPAIZE,1,2133,46.88
ISERE,38170 SEYSSINET PARISET,16,11887,134.6
ISERE,38180 SEYSSINS,11,8206,134.05
ISERE,38460 SICCIEU ST JULIEN ET CARIS,1,616,162.34
ISERE,38590 SILLANS,4,1961,203.98
ISERE,38650 SINARD,1,740,135.14
ISERE,38350 SUSVILLE,3,1166,257.29
ISERE,38570 TENCIN,4,2156,185.53
ISERE,38570 THEYS,2,2108,94.88
ISERE,38230 TIGNIEU JAMEYZIEU,5,8067,61.98
ISERE,38460 TREPT,2,2140,93.46
ISERE,38210 TULLINS,19,7784,244.09
ISERE,38730 VAL DE VIRIEU,8,1561,512.49
ISERE,38740 VALBONNAIS,4,526,760.46
ISERE,38540 VALENCIN,1,2949,33.91
ISERE,38761 VARCES ALLIERES CEDEX,2,8469,23.62
ISERE,38760 VARCES ALLIERES ET RISSET,6,8469,70.85
ISERE,38410 VAULNAVEYS LE BAS,2,1402,142.65
ISERE,38410 VAULNAVEYS LE HAUT,3,4101,73.15
ISERE,38090 VAULX MILIEU,1,2540,39.37
ISERE,38150 VERNIOZ,2,1530,130.72
ISERE,38113 VEUREY VOROIZE,2,1419,140.94
ISERE,38460 VEYSSILIEU,1,339,294.99
ISERE,38510 VEZERONCE CURTIN,6,2258,265.72
ISERE,38200 VIENNE,80,31938,250.49
ISERE,38450 VIF,7,8699,80.47
ISERE,38190 VILLARD BONNOT,4,7554,52.95
ISERE,38250 VILLARD DE LANS,13,4578,283.97
ISERE,38090 VILLEFONTAINE,22,19253,114.27
ISERE,38460 VILLEMOIRIEU,2,1957,102.2
ISERE,38280 VILLETTE D ANTHON,4,5305,75.4
ISERE,38200 VILLETTE DE VIENNE,2,2015,99.26
ISERE,38470 VINAY,11,4529,242.88
ISERE,38980 VIRIVILLE,3,1737,172.71
ISERE,38220 VIZILLE,18,7482,240.58
ISERE,38500 VOIRON,52,22141,234.86
ISERE,38340 VOREPPE,13,10143,128.17
ISERE,38210 VOUREY,2,1742,114.81
JURA,39700 AMANGE,3,496,604.84
JURA,39110 ANDELOT EN MONTAGNE,2,589,339.56
JURA,39600 ARBOIS,18,3339,539.08
JURA,39240 ARINTHOD,4,1176,340.14
JURA,39240 AROMAS,2,590,338.98
JURA,39100 AUTHUME,2,895,223.46
JURA,39210 BAUME LES MESSIEURS,1,164,609.76
JURA,39190 BEAUFORT ORBAGNA,3,1489,201.48
JURA,39140 BLETTERANS,11,1565,702.88
JURA,39220 BOIS D AMONT,2,1740,114.94
JURA,39130 BOISSIA,1,116,862.07
JURA,39570 BORNAY,1,192,520.83
JURA,39110 BRACON,1,361,277.01
JURA,39380 CHAMBLAY,1,432,231.48
JURA,39300 CHAMPAGNOLE,21,8460,248.23
JURA,39100 CHAMPVANS,1,1494,66.93
JURA,39360 CHASSAL MOLINGES,2,1138,175.75
JURA,39230 CHAUMERGY,2,519,385.36
JURA,39120 CHAUSSIN,6,1598,375.47
JURA,39150 CHAUX DES CROTENAY,3,411,729.93
JURA,39570 CHILLE,1,303,330.03
JURA,39130 CLAIRVAUX LES LACS,6,1470,408.16
JURA,39570 CONDAMINE,1,250,400.0
JURA,39570 CONLIEGE,2,676,295.86
JURA,39170 COTEAUX DU LIZON,5,2229,224.32
JURA,39570 COURBOUZON,1,597,167.5
JURA,39570 COURLANS,1,946,105.71
JURA,39570 COURLAOUX,1,1197,83.54
JURA,39190 COUSANCE,3,1318,227.62
JURA,39600 CRAMANS,2,526,380.23
JURA,39500 DAMPARIS,4,2663,150.21
JURA,39700 DAMPIERRE,2,1338,149.48
JURA,39100 DOLE,76,24600,308.94
JURA,39210 DOMBLANS,2,1232,162.34
JURA,39130 DOUCIER,1,319,313.48
JURA,39300 EQUEVILLON,1,580,172.41
JURA,39460 FONCINE LE HAUT,2,1133,176.52
JURA,39100 FOUCHERANS,3,2331,128.7
JURA,39700 FRAISANS,3,1185,253.16
JURA,39570 FREBUANS,1,395,253.16
JURA,39570 GEVINGEY,1,546,183.15
JURA,39190 GIZIA,1,209,478.47
JURA,39150 GRANDE RIVIERE CHATEAU,1,650,153.85
JURA,39570 HAUTEROCHE,5,1000,500.0
JURA,39400 HAUTS DE BIENNE,11,5363,205.11
JURA,39100 JOUHE,4,597,670.02
JURA,39570 L ETOILE,1,589,169.78
JURA,39370 LA PESSE,1,342,292.4
JURA,39310 LAMOURA,2,676,295.86
JURA,39170 LAVANS LES ST CLAUDE,4,2428,164.74
JURA,39210 LAVIGNY,3,393,763.36
JURA,39120 LE DESCHAUX,1,1048,95.42
JURA,39210 LE LOUVEROT,1,241,414.94
JURA,39210 LE PIN,1,253,395.26
JURA,39370 LES BOUCHOUX,1,322,310.56
JURA,39220 LES ROUSSES,4,3780,105.82
JURA,39400 LONGCHAUMOIS,2,1164,171.82
JURA,39000 LONS LE SAUNIER,86,17800,483.15
JURA,39570 MACORNAY,2,1056,189.39
JURA,39700 MALANGE,1,326,306.75
JURA,39600 MESNAY,1,589,169.78
JURA,39570 MESSIA SUR SORNE,1,909,110.01
JURA,39250 MIGNOVILLARD,1,905,110.5
JURA,39260 MOIRANS EN MONTAGNE,5,2231,224.11
JURA,39290 MOISSEY,2,576,347.22
JURA,39100 MONNIERES,1,408,245.1
JURA,39380 MONT SOUS VAUDREY,5,1328,376.51
JURA,39570 MONTAIGU,2,450,444.44
JURA,39210 MONTAIN,2,508,393.7
JURA,39290 MONTMIREY LA VILLE,1,171,584.8
JURA,39290 MONTMIREY LE CHATEAU,1,201,497.51
JURA,39570 MONTMOROT,6,3550,169.01
JURA,39400 MORBIER,1,2432,41.12
JURA,39403 MOREZ CEDEX,6,0,0.0
JURA,39330 MOUCHARD,5,1369,365.23
JURA,39120 NEUBLANS ABERGEMENT,1,559,178.89
JURA,39210 NEVY SUR SEILLE,1,200,500.0
JURA,39250 NOZEROY,6,408,1470.59
JURA,39700 ORCHAMPS,3,1060,283.02
JURA,39270 ORGELET,8,1608,497.51
JURA,39350 PAGNEY,2,391,511.51
JURA,39570 PANNESSIERES,1,458,218.34
JURA,39100 PARCEY,2,1044,191.57
JURA,39570 PERRIGNY,7,1574,444.73
JURA,39120 PETIT NOIR,1,1080,92.59
JURA,39210 PLAINOISEAU,1,520,192.31
JURA,39800 POLIGNY,11,4378,251.26
JURA,39110 PONT D HERY,1,243,411.52
JURA,39130 PONT DE POITTE,2,645,310.08
JURA,39300 PONT DU NAVOY,1,280,357.14
JURA,39570 REVIGNY,1,245,408.16
JURA,39700 ROCHEFORT SUR NENON,2,698,286.53
JURA,39160 ST AMOUR,7,2461,284.44
JURA,39410 ST AUBIN,3,1900,157.89
JURA,39200 ST CLAUDE,36,8775,410.26
JURA,39570 ST DIDIER,1,286,349.65
JURA,39150 ST LAURENT EN GRANDVAUX,5,1861,268.67
JURA,39110 SALINS LES BAINS,18,2577,698.49
JURA,39230 SELLIERES,4,735,544.22
JURA,39310 SEPTMONCEL LES MOLUNES,1,831,120.34
JURA,39120 TASSENIERES,1,404,247.52
JURA,39500 TAVAUX,9,4030,223.33
JURA,39240 THOIRETTE COISIA,1,840,119.05
JURA,39570 TRENAL,1,481,207.9
JURA,39320 VAL SURAN,3,796,376.88
JURA,39300 VANNOZ,1,231,432.9
JURA,39570 VERNANTOIS,1,296,337.84
JURA,39600 VILLERS FARLAY,3,664,451.81
JURA,39210 VOITEUR,4,808,495.05
LA REUNION,97412 BRAS PANON,15,13347,112.38
LA REUNION,97413 CILAOS,7,5260,133.08
LA REUNION,97414 ENTRE DEUX,4,7188,55.65
LA REUNION,97427 L ETANG SALE,10,14540,68.78
LA REUNION,97431 LA PLAINE DES PALMISTES,3,7019,42.74
LA REUNION,97419 LA POSSESSION,31,36834,84.16
LA REUNION,97420 LE PORT,53,33940,156.16
LA REUNION,97430 LE TAMPON,57,82875,68.78
LA REUNION,97425 LES AVIRONS,5,11663,42.87
LA REUNION,97426 LES TROIS BASSINS,6,7207,83.25
LA REUNION,97429 PETITE ILE,11,13091,84.03
LA REUNION,97440 ST ANDRE,46,58037,79.26
LA REUNION,97470 ST BENOIT,45,37902,118.73
LA REUNION,97400 ST DENIS,170,157674,107.82
LA REUNION,97480 ST JOSEPH,30,39541,75.87
LA REUNION,97436 ST LEU,31,36050,85.99
LA REUNION,97450 ST LOUIS,40,55154,72.52
LA REUNION,97411 ST PAUL,112,107501,104.19
LA REUNION,97442 ST PHILIPPE,5,5160,96.9
LA REUNION,97410 ST PIERRE,126,86140,146.27
LA REUNION,97492 STE CLOTILDE CEDEX,3,0,0.0
LA REUNION,97438 STE MARIE,33,36014,91.63
LA REUNION,97439 STE ROSE,5,6531,76.56
LA REUNION,97441 STE SUZANNE,20,25113,79.64
LA REUNION,97433 SALAZIE,3,7409,40.49
LANDES,40800 AIRE SUR L ADOUR,21,6687,314.04
LANDES,40330 AMOU,5,1579,316.66
LANDES,40230 BENESSE MAREMNE,5,3797,131.68
LANDES,40280 BENQUET,2,1962,101.94
LANDES,40390 BIAUDOS,1,1040,96.15
LANDES,40600 BISCARROSSE,14,15798,88.62
LANDES,40280 BRETAGNE DE MARSAN,3,1675,179.1
LANDES,40130 CAPBRETON,11,9499,115.8
LANDES,40270 CASTANDET,1,432,231.48
LANDES,40260 CASTETS,7,2564,273.01
LANDES,40300 CAUNEILLE,1,815,122.7
LANDES,40210 COMMENSACQ,1,443,225.73
LANDES,40100 DAX,84,22545,372.59
LANDES,40290 ESTIBEAUX,1,717,139.47
LANDES,40320 EUGENIE LES BAINS,2,495,404.04
LANDES,40310 GABARRET,5,1489,335.8
LANDES,40380 GAMARDE LES BAINS,1,1569,63.73
LANDES,40320 GEAUNE,4,781,512.16
LANDES,40270 GRENADE SUR L ADOUR,9,2472,364.08
LANDES,40290 HABAS,1,1494,66.93
LANDES,40700 HAGETMAU,15,4728,317.26
LANDES,40180 HINX,2,1955,102.3
LANDES,40240 LABASTIDE D ARMAGNAC,3,683,439.24
LANDES,40300 LABATUT,1,1422,70.32
LANDES,40530 LABENNE,9,7214,124.76
LANDES,40210 LABOUHEYRE,5,2922,171.12
LANDES,40420 LABRIT,4,871,459.24
LANDES,40270 LARRIVIERE ST SAVIN,1,608,164.47
LANDES,40550 LEON,1,2222,45.0
LANDES,40260 LESPERON,2,1058,189.04
LANDES,40170 LIT ET MIXE,6,1747,343.45
LANDES,40250 LOURQUEN,1,198,505.05
LANDES,40430 LUXEY,1,664,150.6
LANDES,40140 MAGESCQ,3,2651,113.16
LANDES,40090 MAZEROLLES,2,696,287.36
LANDES,40990 MEES,1,2015,49.63
LANDES,40400 MEILHAN,2,1231,162.47
LANDES,40200 MIMIZAN,16,7629,209.73
LANDES,40660 MOLIETS ET MAA,2,1325,150.94
LANDES,40000 MONT DE MARSAN,111,32867,337.72
LANDES,40380 MONTFORT EN CHALOSSE,6,1246,481.54
LANDES,40110 MORCENX LA NOUVELLE,15,5138,291.94
LANDES,40410 MOUSTEY,4,761,525.62
LANDES,40250 MUGRON,5,1438,347.71
LANDES,40180 NARROSSE,5,3410,146.63
LANDES,40180 OEYRELUY,1,1703,58.72
LANDES,40440 ONDRES,2,6286,31.82
LANDES,40110 ONESSE LAHARIE,2,1074,186.22
LANDES,40160 PARENTIS EN BORN,13,7657,169.78
LANDES,40300 PEYREHORADE,12,3877,309.52
LANDES,40410 PISSOS,4,1504,265.96
LANDES,40360 POMAREZ,3,1631,183.94
LANDES,40200 PONTENX LES FORGES,1,1778,56.24
LANDES,40465 PONTONX SUR L ADOUR,3,3076,97.53
LANDES,40300 PORT DE LANNE,1,1263,79.18
LANDES,40350 POUILLON,3,3220,93.17
LANDES,40465 PRECHACQ LES BAINS,1,804,124.38
LANDES,40370 RION DES LANDES,2,3173,63.03
LANDES,40120 ROQUEFORT,6,2021,296.88
LANDES,40630 SABRES,4,1331,300.53
LANDES,40390 ST ANDRE DE SEIGNANX,1,1953,51.2
LANDES,40090 ST AVIT,1,703,142.25
LANDES,40230 ST GEOURS DE MAREMNE,1,2996,33.38
LANDES,40170 ST JULIEN EN BORN,1,1776,56.31
LANDES,40300 ST LON LES MINES,1,1276,78.37
LANDES,40090 ST MARTIN D ONEY,1,1394,71.74
LANDES,40390 ST MARTIN DE HINX,2,1786,111.98
LANDES,40390 ST MARTIN DE SEIGNANX,12,6255,191.85
LANDES,40990 ST PAUL LES DAX,30,14607,205.38
LANDES,40280 ST PIERRE DU MONT,21,10362,202.66
LANDES,40500 ST SEVER,16,5165,309.78
LANDES,40990 ST VINCENT DE PAUL,5,3524,141.88
LANDES,40230 ST VINCENT DE TYROSSE,17,8300,204.82
LANDES,40320 SAMADET,4,1156,346.02
LANDES,40460 SANGUINET,3,4737,63.33
LANDES,40120 SARBAZAN,1,1174,85.18
LANDES,40230 SAUBRIGUES,1,1677,59.63
LANDES,40180 SAUBUSSE,2,1119,178.73
LANDES,40180 SAUGNAC ET CAMBRAN,1,1601,62.46
LANDES,40510 SEIGNOSSE,5,4014,124.56
LANDES,40180 SEYRESSE,2,1050,190.48
LANDES,40150 SOORTS HOSSEGOR,8,3738,214.02
LANDES,40430 SORE,4,1183,338.12
LANDES,40250 SOUPROSSE,2,1152,173.61
LANDES,40140 SOUSTONS,10,8653,115.57
LANDES,40220 TARNOS,10,13229,75.59
LANDES,40400 TARTAS,8,3224,248.14
LANDES,40180 TERCIS LES BAINS,2,1357,147.38
LANDES,40230 TOSSE,2,3537,56.55
LANDES,40560 VIELLE ST GIRONS,2,1493,133.96
LANDES,40480 VIEUX BOUCAU LES BAINS,2,1713,116.75
LANDES,40190 VILLENEUVE DE MARSAN,7,2535,276.13
LANDES,40160 YCHOUX,1,2401,41.65
LANDES,40110 YGOS ST SATURNIN,2,1369,146.09
LOIR ET CHER,41100 AZE,2,1006,198.81
LOIR ET CHER,41240 BEAUCE LA ROMAINE,4,3410,117.3
LOIR ET CHER,41000 BLOIS,138,48582,284.06
LOIR ET CHER,41250 BRACIEUX,2,1357,147.38
LOIR ET CHER,41120 CANDE SUR BEUVRON,2,1516,131.93
LOIR ET CHER,41120 CELLETTES,4,2772,144.3
LOIR ET CHER,41120 CHAILLES,4,2778,143.99
LOIR ET CHER,41600 CHAON,1,450,222.22
LOIR ET CHER,41110 CHATEAUVIEUX,1,532,187.97
LOIR ET CHER,41320 CHATRES SUR CHER,3,1148,261.32
LOIR ET CHER,41150 CHAUMONT SUR LOIRE,2,1113,179.69
LOIR ET CHER,41700 CHEMERY,2,957,208.99
LOIR ET CHER,41700 CHEVERNY,1,933,107.18
LOIR ET CHER,41400 CHISSAY EN TOURAINE,2,1102,181.49
LOIR ET CHER,41170 CORMENON,4,697,573.89
LOIR ET CHER,41700 COUR CHEVERNY,4,2908,137.55
LOIR ET CHER,41220 CROUY SUR COSSON,1,527,189.75
LOIR ET CHER,41220 DHUIZON,2,1217,164.34
LOIR ET CHER,41270 DROUE,2,1034,193.42
LOIR ET CHER,41400 FAVEROLLES SUR CHER,3,1456,206.04
LOIR ET CHER,41330 FOSSE,1,1293,77.34
LOIR ET CHER,41160 FRETEVAL,1,1080,92.59
LOIR ET CHER,41130 GIEVRES,2,2313,86.47
LOIR ET CHER,41190 HERBAULT,4,1170,341.88
LOIR ET CHER,41350 HUISSEAU SUR COSSON,2,2347,85.22
LOIR ET CHER,41330 LA CHAPELLE VENDOMOISE,1,812,123.15
LOIR ET CHER,41260 LA CHAUSSEE ST VICTOR,15,4602,325.95
LOIR ET CHER,41300 LA FERTE IMBAULT,2,969,206.4
LOIR ET CHER,41220 LA FERTE ST CYR,1,1101,90.83
LOIR ET CHER,41160 LA VILLE AUX CLERCS,3,1248,240.38
LOIR ET CHER,41600 LAMOTTE BEUVRON,11,4574,240.49
LOIR ET CHER,41120 LE CONTROIS EN SOLOGNE,10,6936,144.18
LOIR ET CHER,41120 LES MONTILS,2,1967,101.68
LOIR ET CHER,41360 LUNAY,2,1293,154.68
LOIR ET CHER,41370 MARCHENOIR,1,687,145.56
LOIR ET CHER,41110 MAREUIL SUR CHER,2,1179,169.64
LOIR ET CHER,41100 MAZANGE,1,839,119.19
LOIR ET CHER,41500 MER,10,6400,156.25
LOIR ET CHER,41130 MEUSNES,1,1056,94.7
LOIR ET CHER,41170 MONDOUBLEAU,6,1347,445.43
LOIR ET CHER,41250 MONT PRES CHAMBORD,4,3431,116.58
LOIR ET CHER,41150 MONTEAUX,1,746,134.05
LOIR ET CHER,41350 MONTLIVAULT,1,1340,74.63
LOIR ET CHER,41800 MONTOIRE SUR LE LOIR,13,3876,335.4
LOIR ET CHER,41406 MONTRICHARD CEDEX,3,3686,81.39
LOIR ET CHER,41400 MONTRICHARD VAL DE CHER,11,3686,298.43
LOIR ET CHER,41160 MOREE,3,1106,271.25
LOIR ET CHER,41500 MUIDES SUR LOIRE,2,1277,156.62
LOIR ET CHER,41230 MUR DE SOLOGNE,1,1532,65.27
LOIR ET CHER,41100 NAVEIL,4,2498,160.13
LOIR ET CHER,41210 NEUNG SUR BEUVRON,3,1280,234.38
LOIR ET CHER,41600 NOUAN LE FUZELIER,5,2341,213.58
LOIR ET CHER,41140 NOYERS SUR CHER,7,2691,260.13
LOIR ET CHER,41290 OUCQUES LA NOUVELLE,9,1675,537.31
LOIR ET CHER,41100 PEZOU,1,1125,88.89
LOIR ET CHER,41400 PONTLEVOY,6,1747,343.45
LOIR ET CHER,41310 PRUNAY CASSEREAU,1,600,166.67
LOIR ET CHER,41200 PRUNIERS EN SOLOGNE,3,2336,128.42
LOIR ET CHER,41150 RILLY SUR LOIRE,1,466,214.59
LOIR ET CHER,41200 ROMORANTIN LANTHENAY,41,18836,217.67
LOIR ET CHER,41110 ST AIGNAN,10,2913,343.29
LOIR ET CHER,41310 ST AMAND LONGPRE,4,1250,320.0
LOIR ET CHER,41330 ST BOHAIRE,1,501,199.6
LOIR ET CHER,41500 ST DYE SUR LOIRE,1,1177,84.96
LOIR ET CHER,41400 ST GEORGES SUR CHER,4,2764,144.72
LOIR ET CHER,41350 ST GERVAIS LA FORET,3,3280,91.46
LOIR ET CHER,41320 ST JULIEN SUR CHER,1,772,129.53
LOIR ET CHER,41220 ST LAURENT NOUAN,3,4330,69.28
LOIR ET CHER,41190 ST LUBIN EN VERGONNOIS,1,793,126.1
LOIR ET CHER,41100 ST OUEN,3,3094,96.96
LOIR ET CHER,41140 ST ROMAIN SUR CHER,1,1483,67.43
LOIR ET CHER,41000 ST SULPICE DE POMMERAY,3,1898,158.06
LOIR ET CHER,41210 ST VIATRE,1,1211,82.58
LOIR ET CHER,41300 SALBRIS,13,4977,261.2
LOIR ET CHER,41360 SAVIGNY SUR BRAYE,3,1990,150.75
LOIR ET CHER,41300 SELLES ST DENIS,1,1364,73.31
LOIR ET CHER,41130 SELLES SUR CHER,10,4286,233.32
LOIR ET CHER,41100 SELOMMES,2,815,245.4
LOIR ET CHER,41230 SOINGS EN SOLOGNE,3,1600,187.5
LOIR ET CHER,41300 SOUESMES,1,1025,97.56
LOIR ET CHER,41800 SOUGE,1,485,206.19
LOIR ET CHER,41500 SUEVRES,3,1620,185.19
LOIR ET CHER,41300 THEILLAY,2,1268,157.73
LOIR ET CHER,41140 THESEE,1,1194,83.75
LOIR ET CHER,41190 VALENCISSE,1,2425,41.24
LOIR ET CHER,41400 VALLIERES LES GRANDES,1,960,104.17
LOIR ET CHER,41150 VALLOIRE SUR CISSE,1,2489,40.18
LOIR ET CHER,41100 VENDOME,58,16190,358.25
LOIR ET CHER,41230 VERNOU EN SOLOGNE,2,570,350.88
LOIR ET CHER,41150 VEUZAIN SUR LOIRE,6,3408,176.06
LOIR ET CHER,41000 VILLEBAROU,1,2642,37.85
LOIR ET CHER,41200 VILLEFRANCHE SUR CHER,2,2716,73.64
LOIR ET CHER,41200 VILLEHERVIERS,1,423,236.41
LOIR ET CHER,41350 VINEUIL,16,8260,193.7
LOIR ET CHER,41600 VOUZON,3,1463,205.06
LOIR ET CHER,41600 YVOY LE MARRON,1,768,130.21
LOIRE,42820 AMBIERLE,3,1923,156.01
LOIRE,42160 ANDREZIEUX BOUTHEON,20,10479,190.86
LOIRE,42510 BALBIGNY,6,2904,206.61
LOIRE,42210 BELLEGARDE EN FOREZ,3,2055,145.99
LOIRE,42670 BELMONT DE LA LOIRE,5,1455,343.64
LOIRE,42130 BOEN SUR LIGNON,10,3088,323.83
LOIRE,42160 BONSON,3,4530,66.23
LOIRE,42220 BOURG ARGENTAL,7,2978,235.06
LOIRE,42720 BRIENNON,1,1751,57.11
LOIRE,42260 BULLY,2,438,456.62
LOIRE,42510 BUSSIERES,5,1562,320.1
LOIRE,42260 BUSSY ALBIEUX,1,547,182.82
LOIRE,42330 CHAMBOEUF,1,0,0.0
LOIRE,42600 CHAMPDIEU,4,2079,192.4
LOIRE,42190 CHARLIEU,16,3799,421.16
LOIRE,42410 CHAVANAY,2,2938,68.07
LOIRE,42140 CHAZELLES SUR LYON,10,5606,178.38
LOIRE,42110 CIVENS,1,1494,66.93
LOIRE,42120 COMMELLE VERNAY,3,3128,95.91
LOIRE,42123 CORDELLE,1,968,103.31
LOIRE,42460 COUTOUVRE,1,1095,91.32
LOIRE,42260 CREMEAUX,2,935,213.9
LOIRE,42110 EPERCIEUX ST PAUL,3,768,390.62
LOIRE,42600 ESSERTINES EN CHATELNEUF,2,690,289.86
LOIRE,42110 FEURS,29,8514,340.62
LOIRE,42700 FIRMINY,33,17303,190.72
LOIRE,42490 FRAISSES,1,3871,25.83
LOIRE,42800 GENILAC,3,3916,76.61
LOIRE,42660 JONZIEUX,1,1244,80.39
LOIRE,42580 L ETRAT,2,2936,68.12
LOIRE,42152 L HORME,9,4909,183.34
LOIRE,42480 LA FOUILLOUSE,3,4715,63.63
LOIRE,42320 LA GRAND CROIX,8,4993,160.22
LOIRE,42460 LA GRESLE,1,868,115.21
LOIRE,42310 LA PACAUDIERE,4,1083,369.34
LOIRE,42150 LA RICAMARIE,8,8208,97.47
LOIRE,42350 LA TALAUDIERE,19,7178,264.7
LOIRE,42580 LA TOUR EN JAREZ,1,1509,66.27
LOIRE,42111 LA VALLA SUR ROCHEFORT,1,103,970.87
LOIRE,42470 LAY,1,779,128.37
LOIRE,42500 LE CHAMBON FEUGEROLLES,30,12386,242.21
LOIRE,42120 LE COTEAU,16,7014,228.12
LOIRE,42155 LENTIGNY,1,1833,54.56
LOIRE,42440 LES SALLES,2,570,350.88
LOIRE,42600 LEZIGNEUX,2,1827,109.47
LOIRE,42420 LORETTE,5,4938,101.26
LOIRE,42300 MABLY,11,7376,149.13
LOIRE,42520 MACLAS,4,1935,206.72
LOIRE,42660 MARLHES,6,1409,425.83
LOIRE,42110 MIZERIEUX,1,543,184.16
LOIRE,42840 MONTAGNY,2,1120,178.57
LOIRE,42600 MONTBRISON,43,16662,258.07
LOIRE,42210 MONTROND LES BAINS,22,5750,382.61
LOIRE,42130 MONTVERDUN,2,1322,151.29
LOIRE,42590 NEULISE,4,1386,288.6
LOIRE,42440 NOIRETABLE,4,1684,237.53
LOIRE,42360 PANISSIERES,6,2965,202.36
LOIRE,42410 PELUSSIN,8,3767,212.37
LOIRE,42120 PERREUX,3,2265,132.45
LOIRE,42260 POMMIERS,1,379,263.85
LOIRE,42720 POUILLY SOUS CHARLIEU,4,2639,151.57
LOIRE,42630 REGNY,2,1475,135.59
LOIRE,42370 RENAISON,11,3328,330.53
LOIRE,42153 RIORGES,23,11240,204.63
LOIRE,42800 RIVE DE GIER,21,15598,134.63
LOIRE,42300 ROANNE,103,36059,285.64
LOIRE,42230 ROCHE LA MOLIERE,12,9951,120.59
LOIRE,42810 ROZIER EN DONZY,2,1459,137.08
LOIRE,42890 SAIL SOUS COUZAN,2,1013,197.43
LOIRE,42370 ST ALBAN LES EAUX,1,935,106.95
LOIRE,42370 ST ANDRE D APCHON,2,1991,100.45
LOIRE,42380 ST BONNET LE CHATEAU,7,1480,472.97
LOIRE,42400 ST CHAMOND,43,35948,119.62
LOIRE,42320 ST CHRISTO EN JAREZ,1,1934,51.71
LOIRE,42160 ST CYPRIEN,1,2463,40.6
LOIRE,42210 ST CYR LES VIGNES,1,1111,90.01
LOIRE,42750 ST DENIS DE CABANNE,3,1275,235.29
LOIRE,42111 ST DIDIER SUR ROCHEFORT,2,460,434.78
LOIRE,42100 ST ETIENNE,328,174222,188.27
LOIRE,42330 ST GALMIER,8,5960,134.23
LOIRE,42530 ST GENEST LERPT,5,6247,80.04
LOIRE,42660 ST GENEST MALIFAUX,6,3056,196.34
LOIRE,42260 ST GERMAIN LAVAL,6,1628,368.55
LOIRE,42640 ST GERMAIN LESPINASSE,2,1294,154.56
LOIRE,42570 ST HEAND,6,3741,160.38
LOIRE,42650 ST JEAN BONNEFONDS,11,6660,165.17
LOIRE,42560 ST JEAN SOLEYMIEUX,4,864,462.96
LOIRE,42260 ST JULIEN D ODDES,1,300,333.33
LOIRE,42220 ST JULIEN MOLIN MOLETTE,5,1160,431.03
LOIRE,42430 ST JUST EN CHEVALET,9,1178,764.01
LOIRE,42540 ST JUST LA PENDUE,5,1676,298.33
LOIRE,42170 ST JUST ST RAMBERT,17,15835,107.36
LOIRE,42122 ST MARCEL DE FELINES,2,825,242.42
LOIRE,42680 ST MARCELLIN EN FOREZ,5,5171,96.69
LOIRE,42620 ST MARTIN D ESTREAUX,1,862,116.01
LOIRE,42800 ST MARTIN LA PLAINE,3,3831,78.31
LOIRE,42260 ST MARTIN LA SAUVETE,3,929,322.93
LOIRE,42110 ST MARTIN LESTRA,2,946,211.42
LOIRE,42240 ST MAURICE EN GOURGOIS,1,1863,53.68
LOIRE,42190 ST NIZIER SOUS CHARLIEU,2,1734,115.34
LOIRE,42240 ST PAUL EN CORNILLON,1,1377,72.62
LOIRE,42740 ST PAUL EN JAREZ,13,4811,270.21
LOIRE,42520 ST PIERRE DE BOEUF,6,0,0.0
LOIRE,42270 ST PRIEST EN JAREZ,32,6422,498.29
LOIRE,42430 ST ROMAIN D URFE,1,240,416.67
LOIRE,42640 ST ROMAIN LA MOTTE,2,1447,138.22
LOIRE,42610 ST ROMAIN LE PUY,2,4199,47.63
LOIRE,42220 ST SAUVEUR EN RUE,2,1106,180.83
LOIRE,42470 ST SYMPHORIEN DE LAY,9,2039,441.39
